Price,Adj Close,Close,High,Low,Open,Volume
Ticker,005930.KS,005930.KS,005930.KS,005930.KS,005930.KS,005930.KS
Date,,,,,,
2023-02-14,59129.3984375,63200.0,63900.0,63200.0,63600.0,70606
2023-02-15,58193.8046875,62200.0,63900.0,62000.0,63900.0,58370
2023-02-16,59597.19140625,63700.0,63700.0,62400.0,62500.0,41448
2023-02-17,58568.04296875,62600.0,63300.0,62400.0,62900.0,28613
2023-02-20,58661.6015625,62700.0,63000.0,61800.0,62900.0,29846
2023-02-21,58100.2421875,62100.0,62800.0,62000.0,62700.0,60971
2023-02-22,57164.65234375,61100.0,61800.0,61000.0,61500.0,39178
2023-02-23,58006.6875,62000.0,62500.0,61500.0,61700.0,37145
2023-02-24,57351.76953125,61300.0,62600.0,61300.0,62300.0,50792
2023-02-27,56603.296875,60500.0,60800.0,60200.0,60800.0,11155697
2023-02-28,56696.85546875,60600.0,61400.0,60500.0,60800.0,13715861
2023-03-02,56883.96484375,60800.0,61800.0,60500.0,60900.0,13095682
2023-03-03,56603.296875,60500.0,61200.0,60500.0,61000.0,10711405
2023-03-06,57538.89453125,61500.0,61600.0,60800.0,61100.0,13630602
2023-03-07,56790.41796875,60700.0,61400.0,60700.0,61400.0,11473280
2023-03-08,56416.18359375,60300.0,60500.0,59900.0,60100.0,14161857
2023-03-09,56229.0546875,60100.0,60800.0,59900.0,60500.0,14334499
2023-03-10,55667.70703125,59500.0,59700.0,59100.0,59500.0,11902471
2023-03-13,56135.5,60000.0,60200.0,59300.0,59900.0,12779724
2023-03-14,55199.91015625,59000.0,59500.0,59000.0,59400.0,12147346
2023-03-15,55948.38671875,59800.0,60300.0,59600.0,60000.0,10482149
2023-03-16,56041.9453125,59900.0,60200.0,59100.0,59200.0,10611939
2023-03-17,57351.76953125,61300.0,61300.0,60600.0,60800.0,14090110
2023-03-20,56322.6171875,60200.0,61200.0,60200.0,61100.0,9618009
2023-03-21,56416.18359375,60300.0,60700.0,60100.0,60500.0,8318514
2023-03-22,57164.65234375,61100.0,61200.0,60500.0,61000.0,8978591
2023-03-23,58287.3671875,62300.0,62300.0,60600.0,60600.0,15381057
2023-03-24,58942.26953125,63000.0,63300.0,62300.0,62700.0,18278602
2023-03-27,58100.2421875,62100.0,62800.0,62000.0,62600.0,11039331
2023-03-28,58848.72265625,62900.0,62900.0,62100.0,62400.0,11614118
2023-03-29,58661.6015625,62700.0,62700.0,62200.0,62500.0,11216008
2023-03-30,59471.80859375,63200.0,63700.0,63100.0,63700.0,15684377
2023-03-31,60224.625,64000.0,64000.0,63700.0,64000.0,14094479
2023-04-03,59377.7109375,63100.0,64000.0,63000.0,64000.0,11973133
2023-04-04,59848.2109375,63600.0,63800.0,62800.0,63400.0,11120514
2023-04-05,60130.51953125,63900.0,64000.0,63400.0,63700.0,9176149
2023-04-06,58624.90625,62300.0,63600.0,62300.0,63500.0,14992747
2023-04-07,61165.625,65000.0,65200.0,63800.0,63800.0,27476120
2023-04-10,61824.328125,65700.0,66300.0,64700.0,64800.0,18777166
2023-04-11,62012.53515625,65900.0,66200.0,65400.0,66200.0,16323183
2023-04-12,62106.640625,66000.0,66200.0,65300.0,65800.0,15021313
2023-04-13,62200.734375,66100.0,66100.0,65400.0,65600.0,15091022
2023-04-14,61259.72265625,65100.0,66600.0,65000.0,66600.0,16176490
2023-04-17,61447.921875,65300.0,65600.0,64700.0,65000.0,13486618
2023-04-18,61730.234375,65600.0,66000.0,64800.0,65900.0,14802060
